# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Mar 03 09:34:03 PST 2023 [seed=666]
# -seed 666 -overwrite /home/andrew/expmDerivative/code/covid10Mar_285plusNYC.Ed.xml
state	totalChangeCount	completeHistory_1
0	105.0	{{1,0.26315124280602925,ChinaHubei,ChinaJiangxi},{1,0.14410130480141475,ChinaGuangdong,ChinaAnhui},{1,0.14815816730564277,ChinaGuangdong,ChinaShandong},{1,0.150919072571656,ChinaGuangdong,ChinaJiangsu},{1,0.15542970410689133,ChinaGuangdong,USA},{1,0.0713218646034186,Italy,Finland},{1,0.054815121120742535,USA,Netherlands},{1,0.05700570302046417,USA,Taiwan},{1,0.08486217505281063,Luxembourg,UK},{1,0.0138388070255053,Netherlands,USA},{1,0.0767952272264327,Italy,Portugal},{1,0.05250286461144954,Italy,Netherlands},{1,0.07013065128792444,Italy,France},{1,0.06966800680897668,France,UK},{1,0.04821833346158387,Switzerland,USA},{1,0.046307265842322094,Netherlands,Finland},{1,0.05512341712329433,Netherlands,Portugal},{1,0.15666006060590626,ChinaGuangdong,ChinaSichuan},{1,0.12685283486746626,ChinaHubei,Singapore},{1,0.14049603186392742,ChinaHubei,ChinaBeijing},{1,0.16391881652439788,ChinaHubei,ChinaFujian},{1,0.16587715574495557,ChinaHubei,ChinaFujian},{1,0.09147060647989895,ChinaHubei,Germany},{1,0.14019804163667202,ChinaHubei,SouthKorea},{1,0.15013077552737117,ChinaGuangdong,Japan},{1,0.19325502292883465,ChinaHubei,ChinaJiangsu},{1,0.16364065229982108,ChinaHubei,ChinaGuangdong},{1,0.13663500506691967,ChinaHubei,USA},{1,0.1520634121733806,ChinaHubei,ChinaShandong},{1,0.05231448921342368,Iran,Australia},{1,0.083708275283759,Iran,USA},{1,0.1653719615146956,ChinaHubei,ChinaShandong},{1,0.19281595612584862,ChinaHubei,ChinaChongqing},{1,0.14495473214267424,ChinaHubei,ChinaHongKong},{1,0.15603447329541123,ChinaHubei,ChinaChongqing},{1,0.15470258867950312,SouthKorea,ChinaGuangdong},{1,0.1147403308031184,ChinaHubei,India},{1,0.056412616263854624,India,USA},{1,0.17871793940735328,ChinaHubei,ChinaSichuan},{1,0.15583651218247396,ChinaHubei,ChinaHongKong},{1,0.09871500170655262,ChinaHubei,ChinaGuangdong},{1,0.1713254974630587,ChinaHubei,ChinaChongqing},{1,0.1600221922708944,ChinaHubei,ChinaZhejiang},{1,0.16113321577874878,ChinaHubei,ChinaFujian},{1,0.1574114444045482,ChinaHubei,ChinaAnhui},{1,0.15224843255197568,ChinaHubei,SouthKorea},{1,0.19528694496253265,ChinaHubei,ChinaYunnan},{1,0.13914396863736866,ChinaHubei,ChinaGuangdong},{1,0.07731327092383304,ChinaHubei,USA},{1,0.13101499089518387,ChinaHubei,Singapore},{1,0.1294372892407936,ChinaHubei,Cambodia},{1,0.13412346690474183,ChinaShandong,ChinaGuangdong},{1,0.17134409001193815,ChinaHubei,Taiwan},{1,0.14823307196573154,ChinaHubei,ChinaHongKong},{1,0.13758762672583383,ChinaHubei,Italy},{1,0.061433838004834526,USA,Switzerland},{1,0.06414003944062588,USA,Italy},{1,0.15681425743799335,ChinaHubei,SouthKorea},{1,0.16449101477835457,ChinaHubei,ChinaGuangdong},{1,0.21812046187647596,ChinaHubei,ChinaGuangdong},{1,0.09131397192357926,USA,Luxembourg},{1,0.1200776815299258,Italy,USA},{1,0.1235873977676117,Italy,Netherlands},{1,0.04324100716970321,Italy,USA},{1,0.0988658860708539,Italy,Switzerland},{1,0.10912747982322074,Italy,Netherlands},{1,0.16869531304738633,ChinaGuangdong,Italy},{1,0.14931411365040068,ChinaGuangdong,Germany},{1,0.23542674903492086,ChinaHubei,ChinaGuangdong},{1,0.125826562354418,ChinaHubei,Netherlands},{1,0.16839864294738646,ChinaHubei,ChinaGuangdong},{1,0.0837249930468283,ChinaHubei,USA},{1,0.08693277979679541,ChinaHubei,Germany},{1,0.06785338774880945,Germany,Netherlands},{1,0.0857173778327377,ChinaHubei,Singapore},{1,0.15964494111738842,ChinaHubei,ChinaGuangdong},{1,0.17009673006014442,ChinaHubei,Japan},{1,0.19072846224253162,ChinaHubei,France},{1,0.1623167623195907,ChinaHubei,Iran},{1,0.11514930020685837,Singapore,Japan},{1,0.1325925107288632,ChinaHubei,Singapore},{1,0.18941704415118513,ChinaHubei,ChinaShandong},{1,0.18011492687527722,ChinaHubei,Singapore},{1,0.20713397485995247,ChinaHubei,France},{1,0.14260238891598032,ChinaHubei,ChinaShandong},{1,0.17213490328549264,ChinaGuangdong,Japan},{1,0.21928377073274552,ChinaHubei,ChinaGuangdong},{1,0.15327939807376534,SouthKorea,ChinaBeijing},{1,0.18499245909647652,ChinaHubei,Thailand},{1,0.17506985553684629,Thailand,SouthKorea},{1,0.15482885526093448,ChinaHubei,ChinaGuangdong},{1,0.14600438661528042,ChinaHubei,USA},{1,0.14160008418301842,Singapore,ChinaGuangdong},{1,0.1757569871003264,ChinaHubei,Singapore},{1,0.13140035618586654,ChinaHubei,USA},{1,0.16029429998472533,ChinaHubei,UK},{1,0.18045174080448073,ChinaHubei,ChinaShandong},{1,0.27230906122875564,ChinaHubei,ChinaZhejiang},{1,0.2680056163320504,ChinaZhejiang,ChinaSichuan},{1,0.26579927622968597,ChinaSichuan,ChinaGuangdong},{1,0.22920288703385025,ChinaGuangdong,ChinaJiangsu},{1,0.17197845880942234,ChinaHubei,France},{1,0.17509637787576313,ChinaHubei,Singapore},{1,0.13733719528428726,ChinaHubei,USA},{1,0.0900257840154652,ChinaHubei,Finland}} 105
100000	102.0	{{1,0.19601416643600006,ChinaHubei,ChinaJiangxi},{1,0.14047538175794916,ChinaGuangdong,ChinaAnhui},{1,0.12126023963453425,ChinaGuangdong,ChinaShandong},{1,0.15933573816931593,ChinaGuangdong,ChinaJiangsu},{1,0.14373464175016973,ChinaGuangdong,USA},{1,0.06199892363364731,USA,Finland},{1,0.06799283020906258,USA,Netherlands},{1,0.06156323450372332,USA,Taiwan},{1,0.06776546792794982,USA,Luxembourg},{1,0.07856473261069635,USA,UK},{1,0.04521971370596538,Netherlands,USA},{1,0.07272131303598943,Italy,Portugal},{1,0.07098588413983362,Italy,Netherlands},{1,0.11316264046963084,Italy,UK},{1,0.01578522120265856,Switzerland,USA},{1,0.04804814251453279,Netherlands,Finland},{1,0.05409792186133446,Netherlands,Portugal},{1,0.15657971375683036,ChinaGuangdong,Thailand},{1,0.15592224335409108,Thailand,ChinaSichuan},{1,0.12995914386658916,ChinaHubei,Singapore},{1,0.14650548182140483,ChinaHubei,ChinaBeijing},{1,0.1650568689252122,ChinaHubei,ChinaFujian},{1,0.08552071891812468,ChinaHubei,Germany},{1,0.13362673394853186,ChinaHubei,SouthKorea},{1,0.13702163231309974,ChinaGuangdong,Japan},{1,0.19521619555672182,ChinaHubei,ChinaJiangsu},{1,0.1715485484641492,ChinaHubei,ChinaGuangdong},{1,0.13675358564930729,ChinaHubei,USA},{1,0.1606479923896825,ChinaHubei,ChinaShandong},{1,0.05491001855669557,Iran,Australia},{1,0.06792184097372284,Iran,USA},{1,0.17282628406537073,ChinaHubei,ChinaShandong},{1,0.1812662747422456,ChinaHubei,ChinaChongqing},{1,0.13168430462223218,Singapore,ChinaHongKong},{1,0.17439356328938407,ChinaHubei,ChinaChongqing},{1,0.14618665680655807,SouthKorea,ChinaGuangdong},{1,0.12506873648771752,ChinaHubei,USA},{1,0.18048947599348272,ChinaHubei,ChinaSichuan},{1,0.1578268760163539,ChinaHubei,ChinaHongKong},{1,0.08500851050798565,ChinaHubei,ChinaGuangdong},{1,0.16880702937119102,ChinaFujian,ChinaChongqing},{1,0.15455786893087092,ChinaFujian,ChinaZhejiang},{1,0.18024879381791373,ChinaAnhui,SouthKorea},{1,0.14159959630043475,ChinaHubei,ChinaGuangdong},{1,0.12926018372644435,ChinaHubei,USA},{1,0.12555831297055114,ChinaHubei,Singapore},{1,0.08814220562805883,USA,Vietnam},{1,0.1442706451337379,ChinaShandong,ChinaGuangdong},{1,0.15524606615552256,ChinaHubei,Taiwan},{1,0.13815222175453998,ChinaHubei,ChinaHongKong},{1,0.1465681579713238,ChinaHubei,Luxembourg},{1,0.1402281026976933,Luxembourg,Italy},{1,0.06643747577700283,USA,Switzerland},{1,0.07121846795222668,USA,Spain},{1,0.06674122532506072,Spain,Italy},{1,0.15096701188835165,ChinaHubei,SouthKorea},{1,0.1309847655147517,ChinaHubei,ChinaGuangdong},{1,0.24065391644251322,ChinaHubei,ChinaGuangdong},{1,0.11991705818149076,USA,Netherlands},{1,0.13989666769352377,Italy,USA},{1,0.06415769582300195,Italy,USA},{1,0.09715634008957999,Italy,Switzerland},{1,0.09404693025384422,Italy,Netherlands},{1,0.16033764356812555,ChinaGuangdong,Italy},{1,0.1465712040968579,ChinaGuangdong,Germany},{1,0.22482426244793674,ChinaHubei,ChinaGuangdong},{1,0.15244195705592925,ChinaHubei,Netherlands},{1,0.1665509716662554,ChinaHubei,ChinaGuangdong},{1,0.09613882058420836,ChinaHubei,USA},{1,0.08163914758762143,ChinaHubei,Netherlands},{1,0.07696269879326473,ChinaHubei,Singapore},{1,0.16126766917826857,ChinaHubei,ChinaShandong},{1,0.16077650056176465,ChinaShandong,ChinaGuangdong},{1,0.17048914955780275,ChinaHubei,Japan},{1,0.1968845784701788,ChinaHubei,France},{1,0.14878349942730354,ChinaHubei,Iran},{1,0.1180913012574541,Singapore,Japan},{1,0.15149179263785545,ChinaHubei,Singapore},{1,0.20283453321451364,ChinaHubei,ChinaShandong},{1,0.1578254947310419,ChinaHubei,Singapore},{1,0.20855140342146972,ChinaHubei,France},{1,0.13667916472445704,ChinaHubei,ChinaShandong},{1,0.16950874733471955,ChinaGuangdong,Japan},{1,0.21894213959774664,ChinaHubei,ChinaGuangdong},{1,0.15134124251356326,SouthKorea,ChinaBeijing},{1,0.18341639817718972,ChinaHubei,SouthKorea},{1,0.16119362490244704,ChinaHubei,ChinaGuangdong},{1,0.15459008912228062,ChinaHubei,USA},{1,0.13975695629400256,Singapore,ChinaGuangdong},{1,0.18145684690045505,ChinaFujian,Singapore},{1,0.21644856173815005,ChinaHubei,ChinaFujian},{1,0.19465873109511597,ChinaYunnan,ChinaAnhui},{1,0.21300243681539122,ChinaHubei,ChinaYunnan},{1,0.16076483865898222,USA,UK},{1,0.17556673724854738,ChinaShandong,USA},{1,0.1891780147797741,ChinaHubei,ChinaShandong},{1,0.25711232318482785,ChinaHubei,ChinaJiangsu},{1,0.1712471891500865,ChinaHubei,ChinaGuangdong},{1,0.16699774004367235,ChinaGuangdong,France},{1,0.17583546441474002,ChinaHubei,Singapore},{1,0.1324989878140689,ChinaHubei,USA},{1,0.09970738729177224,ChinaHubei,Finland}} 102
200000	107.0	{{1,0.18953536192137882,ChinaHubei,ChinaJiangxi},{1,0.1334740744441067,ChinaGuangdong,ChinaAnhui},{1,0.1172245789428134,ChinaGuangdong,ChinaShandong},{1,0.15819850788181142,ChinaGuangdong,ChinaJiangsu},{1,0.15726750895872343,ChinaGuangdong,USA},{1,0.06768038283186473,Italy,France},{1,0.04896952670364034,France,Finland},{1,0.07516136582149467,USA,Netherlands},{1,0.05707159514087081,USA,Taiwan},{1,0.0647460456568546,USA,Luxembourg},{1,0.08676275180340681,USA,UK},{1,0.04608986949325334,Netherlands,UK},{1,0.019052497061852337,UK,USA},{1,0.06365661160395306,Italy,Portugal},{1,0.0619606374186578,Italy,Netherlands},{1,0.06773818573114843,Italy,UK},{1,0.037404821016278844,Italy,USA},{1,0.041709514834282424,Switzerland,USA},{1,0.04972021734147889,Netherlands,Finland},{1,0.05206456868887367,Netherlands,Portugal},{1,0.15137123917101344,ChinaGuangdong,ChinaSichuan},{1,0.13807688661868586,ChinaHubei,Singapore},{1,0.13804600661310643,ChinaHubei,ChinaBeijing},{1,0.15980474889752663,ChinaHubei,ChinaFujian},{1,0.08216564313435495,ChinaHubei,Germany},{1,0.14003027059251377,ChinaHubei,SouthKorea},{1,0.14650309465127972,ChinaGuangdong,ChinaHongKong},{1,0.14188733498291448,ChinaHongKong,Japan},{1,0.197413719768315,ChinaHubei,ChinaJiangsu},{1,0.15593160961787628,ChinaHubei,ChinaGuangdong},{1,0.1368426697371262,ChinaHubei,USA},{1,0.15244481598539528,ChinaHubei,ChinaShandong},{1,0.05695948456174034,Iran,Australia},{1,0.0661171343400247,Iran,USA},{1,0.17007846705062404,ChinaHubei,ChinaShandong},{1,0.18913115029568817,ChinaHubei,ChinaChongqing},{1,0.146488952833579,ChinaHubei,ChinaHongKong},{1,0.1570387693639881,ChinaHubei,ChinaChongqing},{1,0.14665576412529185,SouthKorea,ChinaGuangdong},{1,0.09788180706570801,ChinaHubei,Vietnam},{1,0.06516553591601826,Vietnam,USA},{1,0.17776815252899483,ChinaHubei,ChinaSichuan},{1,0.163256698154188,ChinaHubei,ChinaHongKong},{1,0.11023883544834401,ChinaHubei,ChinaGuangdong},{1,0.18131380084145626,ChinaFujian,ChinaChongqing},{1,0.13981200172321723,ChinaGuangdong,Singapore},{1,0.1516510218555305,ChinaFujian,ChinaZhejiang},{1,0.17372603355353433,ChinaYunnan,ChinaAnhui},{1,0.1280820036493162,ChinaYunnan,SouthKorea},{1,0.14119133865503986,ChinaHubei,ChinaGuangdong},{1,0.11186467156494388,ChinaHubei,USA},{1,0.12632927920777196,ChinaHubei,Singapore},{1,0.09694958771417365,USA,Thailand},{1,0.13395285748964678,ChinaShandong,ChinaGuangdong},{1,0.16298585773831847,ChinaHubei,Taiwan},{1,0.14730768669504835,ChinaHubei,ChinaHongKong},{1,0.1374774389579793,ChinaHubei,Italy},{1,0.07080021436606888,Italy,Switzerland},{1,0.12103809675285937,ChinaHubei,SouthKorea},{1,0.15034881814442128,ChinaHubei,ChinaGuangdong},{1,0.20305532036950918,ChinaHubei,ChinaGuangdong},{1,0.12569879423080868,Italy,USA},{1,0.12578306952654686,Italy,Netherlands},{1,0.04057680010783733,Italy,USA},{1,0.10158904176806068,Italy,Switzerland},{1,0.09857355729043658,Italy,Netherlands},{1,0.15982738743798505,ChinaGuangdong,Italy},{1,0.15429126988195022,ChinaGuangdong,Germany},{1,0.22992556873628528,ChinaHubei,ChinaGuangdong},{1,0.15376643900304054,ChinaHubei,Netherlands},{1,0.16721785834429004,ChinaHubei,ChinaGuangdong},{1,0.08987278689900435,ChinaHubei,USA},{1,0.07113050863426197,ChinaHubei,Netherlands},{1,0.09498683122418558,ChinaHubei,Singapore},{1,0.16332991100840513,ChinaHubei,ChinaGuangdong},{1,0.17281073014991452,ChinaHubei,Japan},{1,0.18628286686168763,ChinaHubei,France},{1,0.15845321715825464,ChinaHubei,Iran},{1,0.12798803884804336,Singapore,Japan},{1,0.13920816275371278,ChinaHubei,Singapore},{1,0.2155761769124527,ChinaHubei,ChinaShandong},{1,0.1686948547457529,ChinaHubei,Singapore},{1,0.21300647966428188,ChinaHubei,France},{1,0.16173211927236614,ChinaHubei,ChinaShandong},{1,0.20212478162917313,ChinaHubei,ChinaGuangdong},{1,0.15649034046014054,ChinaGuangdong,Japan},{1,0.20126661549933286,ChinaHubei,ChinaBeijing},{1,0.1976848047542765,ChinaBeijing,ChinaGuangdong},{1,0.1534126867763926,SouthKorea,ChinaBeijing},{1,0.2037154781057347,ChinaHubei,SouthKorea},{1,0.1679697624163271,ChinaHubei,ChinaGuangdong},{1,0.14435002673967556,ChinaHubei,USA},{1,0.18066887083903319,ChinaFujian,ChinaHunan},{1,0.1743947688028677,ChinaHunan,ChinaGuangdong},{1,0.2139596791084126,ChinaHubei,ChinaFujian},{1,0.21199613386491864,ChinaHubei,ChinaYunnan},{1,0.15072681005090277,ChinaHubei,USA},{1,0.15344849011476586,ChinaHubei,UK},{1,0.17877985334557273,ChinaHubei,ChinaShandong},{1,0.23696514325823473,ChinaHubei,ChinaJiangsu},{1,0.16733178573557503,ChinaHubei,France},{1,0.1711774878142916,ChinaHubei,Singapore},{1,0.07576135964635414,Italy,Germany},{1,0.06595794213331538,Germany,USA},{1,0.04987560909609884,Italy,USA},{1,0.11937269520558372,ChinaHubei,Italy},{1,0.08203828462483759,ChinaHubei,Finland}} 107
300000	100.0	{{1,0.22642779165539148,ChinaHubei,ChinaJiangxi},{1,0.1433083065055536,ChinaGuangdong,ChinaAnhui},{1,0.14634420842935436,ChinaGuangdong,ChinaShandong},{1,0.15475199668338502,ChinaGuangdong,ChinaJiangsu},{1,0.16019302064666313,ChinaGuangdong,USA},{1,0.08700859024017663,USA,Finland},{1,0.06472883008121155,USA,Netherlands},{1,0.05356797991530106,USA,Taiwan},{1,0.059569242507255,USA,Luxembourg},{1,0.0687846697302831,USA,UK},{1,0.017288918521851278,Netherlands,USA},{1,0.06692427784244695,Italy,Portugal},{1,0.05741669893850572,Italy,Netherlands},{1,0.05773352008976783,Italy,Netherlands},{1,0.04886472712741292,Netherlands,UK},{1,0.024367052761911354,Switzerland,USA},{1,0.04531162427761451,Netherlands,Finland},{1,0.05829298363365066,Netherlands,Portugal},{1,0.15506117291568317,Germany,ChinaSichuan},{1,0.1297893535363662,ChinaHubei,Singapore},{1,0.1358450535200644,ChinaHubei,ChinaBeijing},{1,0.10684032558590918,ChinaHubei,Germany},{1,0.13060114279525126,ChinaHubei,SouthKorea},{1,0.14856086861261167,ChinaGuangdong,Japan},{1,0.18381488016559291,ChinaHubei,ChinaJiangsu},{1,0.15819745461600992,ChinaHubei,ChinaGuangdong},{1,0.13726285321952592,ChinaHubei,USA},{1,0.1432621755793416,ChinaHubei,ChinaShandong},{1,0.05373644173888637,Iran,Australia},{1,0.08406396591485406,Iran,USA},{1,0.16907298036621823,ChinaHubei,ChinaShandong},{1,0.19911943404475207,ChinaHubei,ChinaChongqing},{1,0.14355577085255206,Singapore,ChinaHongKong},{1,0.14058399488183115,SouthKorea,ChinaGuangdong},{1,0.049417056425979516,ChinaHubei,USA},{1,0.18001894002083998,ChinaHubei,ChinaSichuan},{1,0.15790629594128536,ChinaHubei,ChinaHongKong},{1,0.13227069814504863,ChinaHubei,ChinaGuangdong},{1,0.16595953168391273,ChinaHubei,ChinaChongqing},{1,0.1383033326777798,ChinaGuangdong,Singapore},{1,0.14840520795832352,ChinaFujian,ChinaZhejiang},{1,0.17015477614326205,ChinaYunnan,ChinaAnhui},{1,0.12591569347027404,ChinaYunnan,SouthKorea},{1,0.13855478158814757,ChinaHubei,ChinaGuangdong},{1,0.12663260199718082,ChinaHubei,Canada},{1,0.0793329903247688,Canada,USA},{1,0.1341832838438769,ChinaHubei,Singapore},{1,0.10329447772339712,USA,Vietnam},{1,0.14404810636118065,ChinaShandong,ChinaGuangdong},{1,0.1551375111890984,ChinaHubei,Taiwan},{1,0.13723334970489612,ChinaHubei,ChinaHongKong},{1,0.13929656654131606,ChinaHubei,Italy},{1,0.07041878745836601,USA,Switzerland},{1,0.06548401435619447,USA,Italy},{1,0.13801344410502062,ChinaHubei,SouthKorea},{1,0.14446016960620955,ChinaHubei,ChinaGuangdong},{1,0.22964275693054192,ChinaHubei,ChinaGuangdong},{1,0.12258943259801722,USA,Netherlands},{1,0.13532270790349224,Italy,USA},{1,0.04683720751398783,Italy,USA},{1,0.09691126203455874,Italy,Switzerland},{1,0.10879265208871762,Italy,Netherlands},{1,0.18085634504048875,ChinaGuangdong,Italy},{1,0.16470526745072417,ChinaGuangdong,Germany},{1,0.227408130378017,ChinaHubei,ChinaGuangdong},{1,0.15327523648270153,ChinaHubei,Netherlands},{1,0.16684272867435934,ChinaHubei,ChinaGuangdong},{1,0.16908514435578378,ChinaHubei,ChinaFujian},{1,0.08488041196261335,ChinaHubei,USA},{1,0.09197494143713918,ChinaHubei,Netherlands},{1,0.0835126546323776,ChinaHubei,Singapore},{1,0.1643463911448424,ChinaHubei,ChinaGuangdong},{1,0.17230460182836113,ChinaHubei,Japan},{1,0.16923003638437284,ChinaHubei,France},{1,0.14701777784263614,ChinaHubei,Iran},{1,0.11286814316062657,Singapore,Japan},{1,0.15356869273576482,ChinaHubei,Singapore},{1,0.19316569216852292,ChinaHubei,ChinaBeijing},{1,0.1851712428389412,ChinaBeijing,ChinaShandong},{1,0.16061300561602868,ChinaChongqing,Singapore},{1,0.1899782176057718,ChinaHubei,ChinaChongqing},{1,0.20029964247246523,ChinaHubei,France},{1,0.15031500547452067,ChinaHubei,ChinaShandong},{1,0.1723186485348694,ChinaGuangdong,Japan},{1,0.22035169242102526,ChinaHubei,ChinaGuangdong},{1,0.14857906553466682,SouthKorea,ChinaBeijing},{1,0.19186946248742318,ChinaHubei,SouthKorea},{1,0.1696234419737404,ChinaHubei,ChinaGuangdong},{1,0.14911175939314025,ChinaHubei,USA},{1,0.1769351088003434,ChinaGuangdong,ChinaFujian},{1,0.20655451988645218,ChinaHubei,ChinaGuangdong},{1,0.2118836527954268,ChinaHubei,ChinaYunnan},{1,0.15921718886680708,USA,UK},{1,0.17884398679506058,ChinaShandong,USA},{1,0.1868085079224001,ChinaHubei,ChinaShandong},{1,0.26529499415137103,ChinaHubei,ChinaJiangsu},{1,0.1654496188538396,ChinaHubei,France},{1,0.17009282117817578,ChinaHubei,Singapore},{1,0.13860313275440753,ChinaHubei,USA},{1,0.12177225108800663,ChinaHubei,Finland}} 100
400000	105.0	{{1,0.1876951042628881,ChinaHubei,ChinaJiangxi},{1,0.13200429159893215,ChinaGuangdong,ChinaAnhui},{1,0.1316496274796809,ChinaGuangdong,ChinaShandong},{1,0.16093189949426756,ChinaGuangdong,ChinaJiangsu},{1,0.1523154326540503,ChinaGuangdong,USA},{1,0.12323352074860568,Australia,Finland},{1,0.07654076669618605,USA,Netherlands},{1,0.053171031957803025,USA,Taiwan},{1,0.07056041050096003,Luxembourg,UK},{1,0.03793568870841286,Netherlands,USA},{1,0.07435514525139592,Italy,UK},{1,0.06322548179103857,UK,Portugal},{1,0.0693223691802914,Italy,Netherlands},{1,0.08076428517095545,Italy,UK},{1,0.014114579769195543,Switzerland,USA},{1,0.05332544371226419,Netherlands,Finland},{1,0.053217099322497366,Netherlands,Portugal},{1,0.15528939149738064,ChinaGuangdong,ChinaSichuan},{1,0.1290170449352802,ChinaHubei,Singapore},{1,0.14471152384193353,ChinaHubei,ChinaBeijing},{1,0.09063973685295143,ChinaHubei,ChinaHongKong},{1,0.06266152391286392,ChinaHongKong,Germany},{1,0.13073213562115132,ChinaHubei,SouthKorea},{1,0.15065115150439568,ChinaGuangdong,Japan},{1,0.1814155518991744,ChinaHubei,ChinaJiangsu},{1,0.16339194652725206,ChinaHubei,ChinaGuangdong},{1,0.13716415162139567,ChinaHubei,USA},{1,0.1839495721870923,ChinaHubei,ChinaShandong},{1,0.05812432001655287,Iran,Australia},{1,0.09178866235025518,Iran,USA},{1,0.16832540492130615,ChinaHubei,ChinaShandong},{1,0.20462250841826995,ChinaHubei,ChinaChongqing},{1,0.1740828581861815,ChinaHubei,ChinaChongqing},{1,0.15294454479100114,SouthKorea,ChinaGuangdong},{1,0.07708702044563467,ChinaHubei,ChinaGuangdong},{1,0.05348612140265022,ChinaGuangdong,USA},{1,0.17998623786662427,ChinaHubei,ChinaSichuan},{1,0.16161607463857727,ChinaHubei,ChinaHongKong},{1,0.11374200679496463,ChinaHubei,ChinaGuangdong},{1,0.19069709650257238,ChinaHubei,ChinaChongqing},{1,0.13812376727484466,ChinaGuangdong,Singapore},{1,0.1629223317674112,ChinaFujian,ChinaZhejiang},{1,0.162487890520402,ChinaGuangdong,ChinaAnhui},{1,0.12791803618326672,ChinaGuangdong,SouthKorea},{1,0.14111126488992984,ChinaHubei,ChinaGuangdong},{1,0.0537403384635487,ChinaHubei,USA},{1,0.12872488529131365,ChinaHubei,Singapore},{1,0.09417872487126407,USA,Vietnam},{1,0.13841214431338256,ChinaShandong,ChinaGuangdong},{1,0.1785416371236424,ChinaHubei,Taiwan},{1,0.13912081241470248,ChinaHubei,ChinaHongKong},{1,0.14379735534899166,ChinaHubei,Italy},{1,0.07078674265588711,USA,Switzerland},{1,0.06769806825310018,USA,Italy},{1,0.13934979356562135,ChinaHubei,SouthKorea},{1,0.16515641982840487,ChinaHubei,ChinaGuangdong},{1,0.22486806232687476,ChinaHubei,ChinaGuangdong},{1,0.09483075154878262,USA,Luxembourg},{1,0.12067849710819081,Australia,USA},{1,0.11984793163408299,Australia,Netherlands},{1,0.1400408561858135,Italy,Australia},{1,0.0514296292035218,Italy,USA},{1,0.09390004857161639,Switzerland,Netherlands},{1,0.11098170339064367,Italy,Switzerland},{1,0.17062443333996788,ChinaGuangdong,Italy},{1,0.1582453347096055,ChinaGuangdong,Germany},{1,0.22591642532774356,ChinaHubei,ChinaGuangdong},{1,0.15151242845668053,ChinaHubei,Netherlands},{1,0.1672291729420654,ChinaHubei,ChinaGuangdong},{1,0.17721022407627093,ChinaHubei,ChinaFujian},{1,0.08223919698336216,ChinaHubei,USA},{1,0.07727438621150154,ChinaHubei,Netherlands},{1,0.07640710832305951,ChinaHubei,Singapore},{1,0.16594969741458754,ChinaHubei,ChinaGuangdong},{1,0.17172962610873016,ChinaHubei,Japan},{1,0.1972058602682724,ChinaHubei,France},{1,0.16883081193065314,ChinaHubei,Iran},{1,0.1164456992375878,Singapore,Japan},{1,0.13445366361068423,ChinaHongKong,Singapore},{1,0.1527808639144183,ChinaHubei,ChinaHongKong},{1,0.18849016963188062,ChinaHubei,ChinaShandong},{1,0.16371035850762097,ChinaHubei,Singapore},{1,0.2091822455656531,ChinaHubei,France},{1,0.1642711490149551,ChinaHubei,ChinaChongqing},{1,0.12142520373158008,ChinaChongqing,ChinaShandong},{1,0.20809839798605465,ChinaHubei,ChinaGuangdong},{1,0.17812470031256492,ChinaGuangdong,Japan},{1,0.2104292333891337,ChinaHubei,ChinaGuangdong},{1,0.1470454771322065,SouthKorea,ChinaBeijing},{1,0.1803618517880038,ChinaHubei,SouthKorea},{1,0.1457636575681981,ChinaHubei,ChinaGuangdong},{1,0.1523036483797119,ChinaHubei,USA},{1,0.15319812021477688,ChinaHubei,ChinaGuangdong},{1,0.1773227007686206,ChinaHubei,ChinaFujian},{1,0.19765304203769163,ChinaYunnan,ChinaGuangdong},{1,0.21789749826383223,ChinaHubei,ChinaYunnan},{1,0.1527659637735977,USA,Mexico},{1,0.1513358318976425,Mexico,UK},{1,0.17639991854992287,ChinaHubei,USA},{1,0.18180268591195486,ChinaHubei,ChinaShandong},{1,0.24841849806750158,ChinaHubei,ChinaJiangsu},{1,0.164497420493845,ChinaHubei,France},{1,0.17110886325811753,ChinaHubei,Singapore},{1,0.12451143072622406,ChinaHubei,USA},{1,0.10293671505256832,ChinaHubei,Finland}} 105
