# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Mar 06 09:51:55 PST 2023 [seed=666]
# -seed 666 -overwrite /home/andrew/expmDerivative/code/covid10Mar_285plusNYC.noRandomyesHMC.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	sampleLoc.clock.rate	glmCoefficients1	glmCoefficients2	glmCoefficients3	c_allTransitions[1]
3600	-647.0744462641773	-4.922771505909987	-642.1516747582673	0.31901086269083007	2019.8941038914074	22.84641495005166	4.218747416836533	0.0029918543478416257	0.7750908985114853	0.30222518885969923	107.0
3700	-646.431053483744	-4.949066723499669	-641.4819867602444	0.31901086269083007	2019.8941038914074	22.84641495005166	3.6747318741506882	0.032734883836984974	0.8117299704546712	0.49244242312412495	104.0
3800	-650.2490112309058	-4.990974105607238	-645.2580371252985	0.31901086269083007	2019.8941038914074	22.84641495005166	3.456632451582383	0.039680511015905535	1.0699822485006074	0.30215750767798166	105.0
3900	-648.1681811844659	-4.885278566918764	-643.2829026175472	0.31901086269083007	2019.8941038914074	22.84641495005166	4.331023868317486	0.035601179910644064	0.5583811225496642	0.2812729687837554	106.0
4000	-646.6852826893543	-4.901966215240668	-641.7833164741136	0.31901086269083007	2019.8941038914074	22.84641495005166	3.6977434066440025	0.04753678751519587	0.6496191522349148	0.3184459176325416	103.0
4100	-647.1853038543752	-4.892454705041918	-642.2928491493333	0.31901086269083007	2019.8941038914074	22.84641495005166	4.535060370668437	0.027013316089969132	0.6566620525564585	0.13283726687444142	104.0
4200	-648.0369270249446	-4.909962466672031	-643.1269645582726	0.31901086269083007	2019.8941038914074	22.84641495005166	5.147041947568698	0.0866990508028849	0.7626954418173368	0.020531455047006146	113.0
4300	-646.7958663567682	-4.926906724468195	-641.8689596323001	0.31901086269083007	2019.8941038914074	22.84641495005166	4.05736886506016	0.04720043166695081	0.746202791578657	0.4076152333824241	100.0
4400	-647.10256257298	-4.954675555549917	-642.1478870174301	0.31901086269083007	2019.8941038914074	22.84641495005166	3.5975602312584605	-0.007852343748017382	0.7886422789903483	0.5703762008841848	107.0
4500	-647.6955482272892	-4.9460603001932455	-642.749487927096	0.31901086269083007	2019.8941038914074	22.84641495005166	4.163028370334408	-0.0024161125124256685	0.8971496113003976	0.2711862985827425	109.0
4600	-647.2749242090124	-4.909524888886658	-642.3653993201258	0.31901086269083007	2019.8941038914074	22.84641495005166	4.700786891150591	0.08508268208299581	0.758579864915778	0.05881756962299459	105.0
4700	-647.5511380529282	-4.878927943517728	-642.6722101094105	0.31901086269083007	2019.8941038914074	22.84641495005166	4.836010890978529	0.05538564849159912	0.5812743406364154	0.02046921224318729	110.0
4800	-649.7028903006029	-4.921119458382446	-644.7817708422205	0.31901086269083007	2019.8941038914074	22.84641495005166	5.487033879104034	0.03806404923463046	0.8170682296658158	0.09924299942751084	114.0
4900	-648.8407391415246	-4.896013986557405	-643.9447251549673	0.31901086269083007	2019.8941038914074	22.84641495005166	3.7363462538185583	0.08773228235045372	0.5567897483250815	0.4004285016105626	105.0
5000	-647.8240598105828	-4.932712376631981	-642.8913474339507	0.31901086269083007	2019.8941038914074	22.84641495005166	3.7119020169958885	0.01634357231314196	0.8575462215501353	0.18970832415619135	107.0
5100	-650.2941952686933	-4.992527052839916	-645.3016682158534	0.31901086269083007	2019.8941038914074	22.84641495005166	4.063247668889428	0.03847038328303222	1.0931264580646425	0.23184880559882898	119.0
5200	-647.1787091502215	-4.926259965151724	-642.2524491850697	0.31901086269083007	2019.8941038914074	22.84641495005166	4.376369148970068	0.07285260322853171	0.8327163674625384	0.1459401946887014	109.0
5300	-646.9000905547515	-4.956381771811982	-641.9437087829396	0.31901086269083007	2019.8941038914074	22.84641495005166	3.972836480401095	0.008966482412698918	0.8820424655207632	0.42768883005781155	109.0
5400	-646.7908811667071	-4.947286259479163	-641.843594907228	0.31901086269083007	2019.8941038914074	22.84641495005166	3.2848419013837744	0.0038080769405527846	0.8014437863425858	0.4958894043688976	109.0
5500	-646.325482097373	-4.922870957364994	-641.4026111400079	0.31901086269083007	2019.8941038914074	22.84641495005166	4.050247682632907	0.02745838819890415	0.7868825808956955	0.2701339841070851	111.0
5600	-646.9690156905856	-4.915692744414747	-642.0533229461709	0.31901086269083007	2019.8941038914074	22.84641495005166	3.854513410706755	0.05838834300149877	0.7797752753673944	0.15500369767972014	107.0
5700	-646.901594579972	-4.974326466150159	-641.9272681138218	0.31901086269083007	2019.8941038914074	22.84641495005166	3.1385554497137997	0.022942557739656713	0.8192623242425968	0.6579038546561482	107.0
5800	-648.3679185154616	-4.950761136413454	-643.4171573790481	0.31901086269083007	2019.8941038914074	22.84641495005166	3.8186563535000926	0.08832160262336053	0.8402954350337475	0.44959408061971246	112.0
5900	-647.0643192858747	-4.974150706136687	-642.090168579738	0.31901086269083007	2019.8941038914074	22.84641495005166	3.725297377908343	-0.002273645757569006	0.8986439282668304	0.5436749391564708	105.0
6000	-650.3158841615721	-4.934651613699512	-645.3812325478725	0.31901086269083007	2019.8941038914074	22.84641495005166	5.012833278778201	-0.014425344934951553	0.8546780025679306	0.2376409068221655	105.0
6100	-647.0205880706877	-4.932039522492996	-642.0885485481947	0.31901086269083007	2019.8941038914074	22.84641495005166	4.339542920819903	0.056920280768010006	0.8554316888307173	0.1767929777300306	106.0
6200	-647.0663980904001	-4.901283390243496	-642.1651147001566	0.31901086269083007	2019.8941038914074	22.84641495005166	3.776620324897943	0.01565791561777972	0.6598884529854602	0.2907095645005357	104.0
6300	-647.0516643702924	-4.901716736940169	-642.1499476333522	0.31901086269083007	2019.8941038914074	22.84641495005166	4.591585971054896	0.03525700462403328	0.691024257673983	0.21194146385636006	104.0
6400	-647.8291399539942	-4.875260219656252	-642.9538797343379	0.31901086269083007	2019.8941038914074	22.84641495005166	4.1263342176405	0.04456297783982778	0.5409255957377747	0.13205403356567874	104.0
6500	-648.8132707854559	-4.964366164884243	-643.8489046205716	0.31901086269083007	2019.8941038914074	22.84641495005166	3.7533967036956484	0.07518246093301595	0.8326112944790951	0.570945022394459	105.0
6600	-648.3958165890673	-4.949533103015762	-643.4462834860516	0.31901086269083007	2019.8941038914074	22.84641495005166	3.5178900787887337	-0.02259998841421592	0.7175387621083096	0.6251680247509562	104.0
6700	-651.0839561498823	-4.951414295117229	-646.132541854765	0.31901086269083007	2019.8941038914074	22.84641495005166	4.564454809208401	0.0500582515897809	0.799434715187358	0.5288246762284117	107.0
6800	-648.4877018527764	-4.958564155291715	-643.5291376974847	0.31901086269083007	2019.8941038914074	22.84641495005166	3.742273945029868	-0.024426396568878975	0.769026425672908	0.6216573169763968	107.0
6900	-646.8430979813675	-4.943750546137693	-641.8993474352297	0.31901086269083007	2019.8941038914074	22.84641495005166	3.710501966401168	0.027213084062347494	0.7560568002011062	0.5362693368785761	103.0
7000	-646.2253126776823	-4.9218900503127125	-641.3034226273695	0.31901086269083007	2019.8941038914074	22.84641495005166	3.7732225731116222	0.0476822073808792	0.7617889586815878	0.3201050791239901	105.0
7100	-646.4876603760787	-4.911432948288618	-641.5762274277901	0.31901086269083007	2019.8941038914074	22.84641495005166	4.100498648639502	0.06131661943124145	0.7146058406327275	0.2949325697057278	106.0
7200	-648.2870186174223	-4.920359859749373	-643.3666587576729	0.31901086269083007	2019.8941038914074	22.84641495005166	3.771741673575329	0.05202674801715748	0.6283727612024504	0.5246547799398396	108.0
7300	-650.3343029046033	-5.004017601415532	-645.3302853031878	0.31901086269083007	2019.8941038914074	22.84641495005166	4.216228353284264	0.04990539752988444	1.0745460198458074	0.43005114056857896	112.0
7400	-648.4328830366347	-5.032186078841834	-643.4006969577929	0.31901086269083007	2019.8941038914074	22.84641495005166	3.1078474946032237	0.02950923802859222	1.0069685215693718	0.7433539546025152	103.0
7500	-649.908579249011	-4.988473833948195	-644.9201054150628	0.31901086269083007	2019.8941038914074	22.84641495005166	4.322246385354112	-0.022641754432814486	1.0153970384187878	0.4314970991342629	105.0
7600	-649.0226887624011	-5.03272156775215	-643.989967194649	0.31901086269083007	2019.8941038914074	22.84641495005166	3.501271278727899	0.021360658501114963	1.0833536304722988	0.6305585185192997	105.0
7700	-651.0788327178687	-5.017976294738386	-646.0608564231304	0.31901086269083007	2019.8941038914074	22.84641495005166	4.137076602223084	0.045202491143629196	1.05857453912809	0.5754388824718206	110.0
7800	-648.0415008442823	-5.00766353967561	-643.0338373046067	0.31901086269083007	2019.8941038914074	22.84641495005166	2.8156007390610576	0.02401011689981811	0.8319647253118374	0.8237168185592061	102.0
7900	-647.9331068051482	-4.955279454997983	-642.9778273501503	0.31901086269083007	2019.8941038914074	22.84641495005166	3.2403893468869143	0.04342778952114248	0.9015533843449546	0.37080187689181965	107.0
8000	-646.9461801662734	-4.9207603276107825	-642.0254198386626	0.31901086269083007	2019.8941038914074	22.84641495005166	3.344155573016834	0.019786751017360844	0.6977449641138009	0.43449504033237507	105.0
8100	-648.5756186603293	-4.95736615959642	-643.6182525007329	0.31901086269083007	2019.8941038914074	22.84641495005166	4.2862933201672835	0.024657771515862993	0.9717454695583461	0.15483824823740366	120.0
8200	-647.0992251892118	-4.949842802252885	-642.1493823869589	0.31901086269083007	2019.8941038914074	22.84641495005166	3.8495071471760895	-0.003754735864278297	0.8066230606543935	0.5079669552750226	107.0
8300	-647.5339469466591	-4.949206066064191	-642.5847408805948	0.31901086269083007	2019.8941038914074	22.84641495005166	3.3328070007448463	0.03978679282940249	0.7086809143652059	0.6322814016666429	104.0
8400	-646.3768243192577	-4.904117362142816	-641.4727069571148	0.31901086269083007	2019.8941038914074	22.84641495005166	4.162772517263874	0.03764976018662001	0.6978317983207568	0.23344173491900924	111.0
8500	-646.9739819215191	-4.9423470040037145	-642.0316349175154	0.31901086269083007	2019.8941038914074	22.84641495005166	3.392696457314527	0.05277912750938648	0.7442745809477322	0.5403597075405536	105.0
8600	-646.9224787094461	-4.9000572928496275	-642.0224214165964	0.31901086269083007	2019.8941038914074	22.84641495005166	3.7429001271829136	0.05153684845474564	0.6234074449451042	0.345120737256615	103.0
8700	-646.7888816733816	-4.900211729175441	-641.8886699442062	0.31901086269083007	2019.8941038914074	22.84641495005166	3.8356229602022998	0.06730572111516342	0.6479527661798564	0.295404562858677	106.0
8800	-648.0784740580922	-4.902400496558333	-643.1760735615338	0.31901086269083007	2019.8941038914074	22.84641495005166	4.73164596845286	0.08640740690230145	0.6871816814190403	0.22240040213622697	104.0
8900	-648.2428524220259	-4.94053529195603	-643.3023171300698	0.31901086269083007	2019.8941038914074	22.84641495005166	4.370569242240913	0.02538742048051015	0.7879625651115473	0.46118941896099386	103.0
9000	-647.9690072333186	-4.930855436196388	-643.0381517971223	0.31901086269083007	2019.8941038914074	22.84641495005166	4.425229795977316	0.04988221857934217	0.770642007067586	0.4005109492045302	109.0
9100	-648.1877572384207	-4.909170184047296	-643.2785870543734	0.31901086269083007	2019.8941038914074	22.84641495005166	3.9733750245059616	-0.012521990763083822	0.6652124729436363	0.37501987629335326	103.0
9200	-646.8807112111386	-4.895297971644203	-641.9854132394944	0.31901086269083007	2019.8941038914074	22.84641495005166	3.8816214629352053	0.07399703306235622	0.6506639077451066	0.2085367139345498	111.0
9300	-647.72423818573	-4.876983421692153	-642.8472547640379	0.31901086269083007	2019.8941038914074	22.84641495005166	3.988902475603196	0.05678936391060005	0.5385342206374812	0.1804608116334517	109.0
9400	-648.7942014951095	-4.877359913845679	-643.9168415812638	0.31901086269083007	2019.8941038914074	22.84641495005166	4.838317334510131	0.10819777998917433	0.532459916067524	-0.18330809747902857	107.0
9500	-648.4494741100116	-4.87708428077682	-643.5723898292348	0.31901086269083007	2019.8941038914074	22.84641495005166	4.925738273851703	0.09971571487426197	0.5574950749875122	0.07663637149236292	109.0
9600	-647.1302554275064	-4.920070210858437	-642.210185216648	0.31901086269083007	2019.8941038914074	22.84641495005166	4.6707781288201735	0.047310508378131964	0.8117311704636566	0.09674078359912087	104.0
9700	-647.4806493451639	-4.936412410024873	-642.544236935139	0.31901086269083007	2019.8941038914074	22.84641495005166	3.525025626135757	-0.0173830616791716	0.7505942873618371	0.48738916154813244	102.0
9800	-646.7316199426531	-4.929630985289151	-641.801988957364	0.31901086269083007	2019.8941038914074	22.84641495005166	3.994753085006799	0.018419723761792045	0.7505372241853002	0.4281884408191521	110.0
9900	-647.9750480832769	-4.938132090407029	-643.0369159928698	0.31901086269083007	2019.8941038914074	22.84641495005166	4.095551115007147	-0.006610091458242963	0.7582349728018368	0.4899343074499999	105.0
10000	-646.3810140521907	-4.913802459305843	-641.4672115928848	0.31901086269083007	2019.8941038914074	22.84641495005166	3.6600743256756596	0.03496099751177055	0.7169397975068074	0.3242492860436072	105.0
10100	-648.5527715543768	-4.900500551143192	-643.6522710032336	0.31901086269083007	2019.8941038914074	22.84641495005166	3.7994028980913885	0.037988433374964575	0.7155025763674991	0.02366898679465063	107.0
10200	-646.7215820731824	-4.919767381398788	-641.8018146917836	0.31901086269083007	2019.8941038914074	22.84641495005166	4.422422382481477	0.045623831846435106	0.8037769646823625	0.14121960859997829	106.0
10300	-647.0923354199359	-4.886818817997771	-642.2055166019381	0.31901086269083007	2019.8941038914074	22.84641495005166	3.9182396698107143	0.06685174051033693	0.6112571965942966	0.1624466005607918	108.0
10400	-646.7888689082648	-4.912584851650241	-641.8762840566146	0.31901086269083007	2019.8941038914074	22.84641495005166	4.3418436208313755	0.018793163404144247	0.7502540729307596	0.21768630161578867	107.0
10500	-648.2771149404341	-4.878332314961737	-643.3987826254723	0.31901086269083007	2019.8941038914074	22.84641495005166	4.943408308037571	0.1070217629960295	0.5696898663513319	0.024519130589862603	110.0
10600	-646.9999754942818	-4.931209536655509	-642.0687659576263	0.31901086269083007	2019.8941038914074	22.84641495005166	4.022415483185617	-0.0014693258184883679	0.8114038505261355	0.318183587455794	110.0
10700	-648.1667827582224	-4.917139756597274	-643.2496430016251	0.31901086269083007	2019.8941038914074	22.84641495005166	3.7883353472168366	0.06640221580389849	0.7983426859471552	0.07280538413043094	105.0
10800	-649.1423284853308	-4.974190574951538	-644.1681379103793	0.31901086269083007	2019.8941038914074	22.84641495005166	3.0339608987881808	0.03288947868905026	0.6831689183550839	0.7972866363150563	105.0
10900	-647.8249186791691	-4.990919031798871	-642.8339996473702	0.31901086269083007	2019.8941038914074	22.84641495005166	3.303783472203751	-0.006937977451839699	0.8125300232540993	0.7596327730026559	109.0
11000	-647.9913645724381	-4.988143154740547	-643.0032214176975	0.31901086269083007	2019.8941038914074	22.84641495005166	3.2157683303482427	-0.03444864922067713	0.91535397040829	0.6132116331236608	102.0
11100	-648.1888656643964	-4.960254414928095	-643.2286112494684	0.31901086269083007	2019.8941038914074	22.84641495005166	3.0595158303592624	0.07052435223912636	0.8275629467095775	0.5496763357181564	104.0
11200	-650.0111336720533	-5.106409863714903	-644.9047238083384	0.31901086269083007	2019.8941038914074	22.84641495005166	2.8352933125970488	-0.027442528816064744	1.0090102250997817	1.0688157243532022	105.0
11300	-647.5592605987102	-4.940170826231817	-642.6190897724784	0.31901086269083007	2019.8941038914074	22.84641495005166	3.6824891325858515	0.004479146459445336	0.7107191460530404	0.5711109456001859	106.0
11400	-648.0322055591215	-4.913917645996725	-643.1182879131247	0.31901086269083007	2019.8941038914074	22.84641495005166	3.9120077753779023	0.02538972751304426	0.7847815705410899	0.0689730809724992	106.0
11500	-651.0382233068539	-4.895398677667125	-646.1428246291867	0.31901086269083007	2019.8941038914074	22.84641495005166	6.480117803913879	0.13537439146257918	0.5510548821654719	-0.38877317546855245	114.0
11600	-648.8691869281967	-4.903581775340097	-643.9656051528566	0.31901086269083007	2019.8941038914074	22.84641495005166	4.968060505080779	0.09877777782090484	0.6839251218030437	-0.24715673315811648	116.0
11700	-650.7373889895197	-4.921383713881154	-645.8160052756385	0.31901086269083007	2019.8941038914074	22.84641495005166	4.660098563190055	0.13529964693315147	0.798006449160276	-0.16091082417529362	110.0
11800	-647.4701589599125	-4.90795283122158	-642.562206128691	0.31901086269083007	2019.8941038914074	22.84641495005166	4.623588469414414	0.04735037989358197	0.754936594975155	-0.037338967755707025	108.0
11900	-648.518325932273	-4.870167973074087	-643.6481579591989	0.31901086269083007	2019.8941038914074	22.84641495005166	4.877190787761412	0.10093495078346154	0.5029668807432138	-0.09012827984404798	108.0
12000	-651.2024887555216	-4.918979151490418	-646.2835096040312	0.31901086269083007	2019.8941038914074	22.84641495005166	6.457429468069774	0.0932278523638289	0.7400946138409354	-0.3245683467003059	115.0
12100	-648.4767587067623	-4.916612939244072	-643.5601457675183	0.31901086269083007	2019.8941038914074	22.84641495005166	3.1184892717693984	0.057961862711813666	0.7364909044418475	0.3115573041145799	103.0
12200	-652.838392326105	-4.912264613936385	-647.9261277121686	0.31901086269083007	2019.8941038914074	22.84641495005166	4.383065759011157	-0.007454483280362384	0.7540216908263335	-0.19863408967915422	111.0
12300	-650.8976454648539	-4.955849324865088	-645.9417961399888	0.31901086269083007	2019.8941038914074	22.84641495005166	5.0942690749255926	0.00374876339115505	0.9718192283351952	0.1108638930441242	113.0
12400	-646.673864130218	-4.918975834919331	-641.7548882952987	0.31901086269083007	2019.8941038914074	22.84641495005166	4.192973435259417	0.019403840189214955	0.7845477098916891	0.21414464946252543	111.0
12500	-647.6355414481492	-4.886797425684001	-642.7487440224652	0.31901086269083007	2019.8941038914074	22.84641495005166	4.588907714434225	0.03490691545011858	0.6347947066214471	-0.011809437764997554	113.0
12600	-648.2259653563563	-4.888004931268978	-643.3379604250873	0.31901086269083007	2019.8941038914074	22.84641495005166	4.304767231706512	0.10099635173266396	0.6318453532958531	-0.0674796729105972	109.0
12700	-648.0282918117863	-4.891088848084198	-643.1372029637021	0.31901086269083007	2019.8941038914074	22.84641495005166	4.471295332655454	0.0071635897051285785	0.6357609281932101	0.1855003490244682	111.0
12800	-646.8570367186061	-4.914453387503202	-641.9425833311029	0.31901086269083007	2019.8941038914074	22.84641495005166	4.268337879894566	0.033809142023511686	0.7134262187095619	0.3397792548820336	116.0
12900	-646.9602061266821	-4.954234579108741	-642.0059715475734	0.31901086269083007	2019.8941038914074	22.84641495005166	3.218368678682034	0.0014149743295100888	0.7660700779472995	0.5974563884004943	104.0
13000	-647.342116491766	-4.898257207990577	-642.4438592837754	0.31901086269083007	2019.8941038914074	22.84641495005166	4.727267305146325	0.07106095560587503	0.6968687122724597	-0.07297172067237326	108.0
13100	-647.5875728804812	-4.898257207990577	-642.6893156724906	0.31901086269083007	2019.8941038914074	22.84641495005166	5.147796265965084	0.07106095560587503	0.6968687122724597	-0.07297172067237326	109.0
13200	-647.9524967248317	-4.898257207990577	-643.0542395168411	0.31901086269083007	2019.8941038914074	22.84641495005166	4.265511651493016	0.07106095560587503	0.6968687122724597	-0.07297172067237326	108.0
13300	-648.4300396819569	-4.898257207990577	-643.5317824739664	0.31901086269083007	2019.8941038914074	22.84641495005166	4.100895583691368	0.07106095560587503	0.6968687122724597	-0.07297172067237326	106.0
13400	-647.5522847915943	-4.898257207990577	-642.6540275836037	0.31901086269083007	2019.8941038914074	22.84641495005166	4.473335210593665	0.07106095560587503	0.6968687122724597	-0.07297172067237326	111.0
13500	-647.8841214337532	-4.897641951613133	-642.9864794821401	0.31901086269083007	2019.8941038914074	22.84641495005166	4.227515508713953	0.05890499882276285	0.6959710877003367	-0.05685884938279714	110.0
13600	-647.8014540924246	-4.9157251300825555	-642.885728962342	0.31901086269083007	2019.8941038914074	22.84641495005166	4.69983269299056	0.07030408206670341	0.7915096244123071	-0.06567922667828269	108.0
13700	-647.4723524991981	-4.906550017023244	-642.5658024821748	0.31901086269083007	2019.8941038914074	22.84641495005166	4.34173833846757	0.09537097558891403	0.7421535528013965	0.0495528698927087	107.0
13800	-649.085449109748	-4.916625441249225	-644.1688236684987	0.31901086269083007	2019.8941038914074	22.84641495005166	3.3400193546304022	0.10102892930617802	0.6477086065906278	0.4617500579692888	110.0
13900	-647.281583400609	-4.973442875516712	-642.3081405250922	0.31901086269083007	2019.8941038914074	22.84641495005166	3.2566371702002397	-0.013670701806836813	0.8059095657335575	0.6691851444511548	100.0
